MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
0.8975638747215271,inf,2.7717723846435547,1.6648640632629395,0.8932921290397644,0.017318570986390114,2.483480930328369,1.5759063959121704,0.9702803516557813,0.9702920317649841
1.207668423652649,inf,5.811404228210449,2.4106855392456055,1.2034146785736084,0.024711212143301964,5.523007392883301,2.3501079082489014,0.937665819287327,0.9377474188804626
1.4320183992385864,inf,9.11349105834961,3.0188558101654053,1.4277666807174683,0.030613666400313377,8.823653221130371,2.970463514328003,0.9022184954020125,0.9024026393890381
1.6047481298446655,inf,12.204066276550293,3.493431806564331,1.6004998683929443,0.035410258919000626,11.91341495513916,3.4515814781188965,0.8690256541118584,0.869333803653717
1.7431228160858154,inf,14.92931842803955,3.8638477325439453,1.738879919052124,0.03938296064734459,14.638383865356445,3.8260140419006348,0.8397460821476499,0.8401962518692017
1.8590797185897827,inf,17.274518966674805,4.156262397766113,1.8548460006713867,0.0426785983145237,16.983924865722656,4.121155738830566,0.8145406257176186,0.8151340484619141
1.9598616361618042,inf,19.330793380737305,4.396679878234863,1.9556317329406738,0.04544556140899658,19.03998565673828,4.363483428955078,0.7924362075698241,0.7931560277938843
2.051070213317871,inf,21.15433120727539,4.59938383102417,2.046844244003296,0.047864146530628204,20.86341094970703,4.567648410797119,0.772829849212407,0.7736364603042603
2.134927272796631,inf,22.825794219970703,4.777634620666504,2.1307051181793213,0.05000597611069679,22.53472900390625,4.747076034545898,0.7548606679941405,0.7556979656219482
2.212193012237549,inf,24.3809757232666,4.937709331512451,2.2079763412475586,0.051891013979911804,24.09007453918457,4.908164024353027,0.7381355529977556,0.7389471530914307
2.283501148223877,inf,25.8330020904541,5.08261775970459,2.2792868614196777,0.05352592095732689,25.541912078857422,5.053900718688965,0.7225217148014309,0.7232543230056763
2.352522373199463,inf,27.23914337158203,5.219113349914551,2.3483164310455322,0.05502065271139145,26.94870948791504,5.191214561462402,0.707411127879475,0.7080320119857788
