MAE,MAPE,MSE,RMSE,masked_MAE,masked_MAPE,masked_MSE,masked_RMSE,R2,EVAR
0.8667158484458923,inf,2.706045389175415,1.6450061798095703,0.8625093698501587,0.01662086509168148,2.422048807144165,1.556293249130249,0.9710072280924253,0.971049427986145
1.1387922763824463,inf,5.3621039390563965,2.3156216144561768,1.1346021890640259,0.022932950407266617,5.078093528747559,2.253462553024292,0.9425292543110245,0.9426949620246887
1.326958179473877,inf,8.078198432922363,2.842217206954956,1.3227757215499878,0.027757592499256134,7.793800354003906,2.7917377948760986,0.9133935669459241,0.9137184619903564
1.46458899974823,inf,10.540765762329102,3.246654510498047,1.4604135751724243,0.03154847025871277,10.256275177001953,3.2025420665740967,0.8869635043654724,0.8875063061714172
1.567482352256775,inf,12.596817016601562,3.5491995811462402,1.563309907913208,0.03454877436161041,12.312057495117188,3.5088541507720947,0.8648847987171029,0.8657395243644714
1.6481693983078003,inf,14.28835678100586,3.779994249343872,1.644004225730896,0.03689770773053169,14.003949165344238,3.742185115814209,0.8467137962114097,0.8477413654327393
1.7163275480270386,inf,15.71606159210205,3.964348793029785,1.7121660709381104,0.03889821097254753,15.431670188903809,3.928316354751587,0.8313714560812355,0.8325749635696411
1.7721017599105835,inf,16.901569366455078,4.111151695251465,1.7679451704025269,0.0405428521335125,16.617414474487305,4.076446533203125,0.8186268285491963,0.8199076652526855
1.8198580741882324,inf,17.920984268188477,4.233318328857422,1.8157023191452026,0.042005714029073715,17.636566162109375,4.199591159820557,0.8076692124061666,0.8091414570808411
1.8625519275665283,inf,18.861982345581055,4.343038558959961,1.8583967685699463,0.04324180632829666,18.577381134033203,4.3101487159729,0.7975489064087855,0.7991387844085693
1.9006571769714355,inf,19.678152084350586,4.436006546020508,1.896506905555725,0.044277921319007874,19.3939266204834,4.403853416442871,0.7887745805927519,0.7902817726135254
1.9412627220153809,inf,20.484264373779297,4.525954723358154,1.9371144771575928,0.04540570080280304,20.200071334838867,4.494449138641357,0.7801151482012891,0.7816861867904663
